Transaction_ID,Company_Name,Industry_Sector,Transaction_Amount_INR,Cybersecurity_Risk_Level,Forensic_Audit_Conducted,Fraud_Detected,Fraud_Type,Anomaly_Score,Cybersecurity_Breach
86067,Company_86067,Retail,927650,Medium,No,No,None,0.81,No
86068,Company_86068,Retail,2972926,High,No,No,None,0.69,No
86069,Company_86069,E-commerce,3281322,High,Yes,No,None,0.14,No
86070,Company_86070,Healthcare,2539325,Low,No,Yes,Corruption,0.44,Yes
86071,Company_86071,Healthcare,2416534,Low,Yes,Yes,Corruption,0.26,No
86072,Company_86072,IT Services,2121086,Medium,Yes,No,None,0.5,No
86073,Company_86073,Healthcare,2952694,Low,No,No,None,0.42,No
86074,Company_86074,E-commerce,3279987,Low,Yes,No,None,0.59,No
86075,Company_86075,Retail,275724,Medium,No,Yes,Identity Theft,0.24,No
86076,Company_86076,Banking,3481244,Low,No,No,None,0.5,No
86077,Company_86077,Banking,4787956,Medium,No,No,None,0.89,No
86078,Company_86078,Healthcare,2616601,Medium,No,No,None,0.3,No
86079,Company_86079,IT Services,2489540,Low,Yes,No,None,0.48,No
86080,Company_86080,Banking,2977868,Medium,No,Yes,Financial Statement Fraud,0.45,No
86081,Company_86081,Retail,1340616,High,Yes,No,None,0.82,No
86082,Company_86082,Banking,1092653,Medium,No,Yes,Identity Theft,0.34,No
86083,Company_86083,IT Services,3659481,Low,No,No,None,0.45,No
86084,Company_86084,Healthcare,1585370,Medium,No,No,None,0.8,No
86085,Company_86085,Manufacturing,3662204,High,No,No,None,0.65,No
86086,Company_86086,E-commerce,119620,Medium,Yes,No,None,0.32,No
86087,Company_86087,Banking,2883946,High,No,No,None,0.22,No
86088,Company_86088,Retail,3032519,High,Yes,No,None,0.86,No
86089,Company_86089,IT Services,1178470,Medium,No,No,None,0.72,No
86090,Company_86090,Banking,3927075,Low,No,No,None,0.66,No
86091,Company_86091,Manufacturing,4774749,Low,No,Yes,Financial Statement Fraud,0.55,No
86092,Company_86092,Healthcare,756965,High,No,No,None,0.61,No
86093,Company_86093,Banking,4213743,Medium,No,No,None,0.92,No
86094,Company_86094,IT Services,2779415,Low,No,Yes,Identity Theft,0.87,No
86095,Company_86095,Banking,4961410,Medium,No,No,None,0.96,Yes
86096,Company_86096,Healthcare,2730164,Medium,No,No,None,0.93,No
86097,Company_86097,IT Services,100940,Low,No,Yes,Corruption,0.42,No
86098,Company_86098,E-commerce,3349665,Medium,No,No,None,0.94,No
86099,Company_86099,Manufacturing,1541800,Medium,No,No,None,0.13,No
86100,Company_86100,Retail,2027004,High,No,Yes,Asset Misappropriation,0.58,No
86101,Company_86101,E-commerce,188528,High,Yes,No,None,0.24,No
86102,Company_86102,Healthcare,2342034,Low,No,Yes,Identity Theft,0.13,No
86103,Company_86103,Banking,4787899,High,Yes,No,None,0.49,No
86104,Company_86104,Manufacturing,2971780,High,Yes,No,None,0.33,No
86105,Company_86105,IT Services,4679209,High,No,No,None,0.94,No
86106,Company_86106,E-commerce,4765475,Medium,No,Yes,Identity Theft,0.97,Yes
86107,Company_86107,IT Services,2867267,High,No,No,None,0.71,No
86108,Company_86108,IT Services,1458998,Medium,No,No,None,0.03,No
86109,Company_86109,Banking,4024123,Medium,Yes,No,None,0.26,No
86110,Company_86110,E-commerce,2861885,Low,No,No,None,0.22,No
86111,Company_86111,Healthcare,4299370,Low,No,No,None,0.3,No
86112,Company_86112,E-commerce,3109692,High,No,Yes,Identity Theft,0.99,No
86113,Company_86113,Manufacturing,2252266,Medium,No,No,None,0.61,No
86114,Company_86114,IT Services,3961765,High,No,No,None,0.85,No
86115,Company_86115,Retail,4173603,High,Yes,No,None,0.9,Yes
86116,Company_86116,Healthcare,3621233,Medium,No,No,None,0.93,Yes
86117,Company_86117,Manufacturing,1255869,High,Yes,No,None,0.11,Yes
86118,Company_86118,Manufacturing,604818,Medium,No,No,None,0.95,No
86119,Company_86119,IT Services,3080943,Medium,No,No,None,0.08,No
86120,Company_86120,Retail,1149221,Low,No,Yes,Financial Statement Fraud,0.31,No
86121,Company_86121,IT Services,2015517,High,No,No,None,0.77,No
86122,Company_86122,Healthcare,3215291,Medium,No,No,None,0.34,No
86123,Company_86123,Banking,503243,High,No,No,None,0.43,No
86124,Company_86124,Healthcare,4675934,Low,Yes,No,None,0.15,No
86125,Company_86125,Retail,596046,Low,No,Yes,Identity Theft,0.45,No
86126,Company_86126,Banking,4758101,Medium,No,Yes,Asset Misappropriation,0.3,No
86127,Company_86127,E-commerce,2085263,Medium,No,No,None,0.37,No
86128,Company_86128,E-commerce,4163667,Low,No,No,None,0.69,No
86129,Company_86129,Manufacturing,3309159,High,No,No,None,0.82,No
86130,Company_86130,IT Services,438992,High,No,No,None,0.63,No
86131,Company_86131,E-commerce,4636504,Medium,Yes,No,None,0.3,No
86132,Company_86132,Healthcare,4035800,Low,Yes,No,None,0.68,No
86133,Company_86133,IT Services,4569418,Medium,No,No,None,0.44,No
86134,Company_86134,Healthcare,4624066,Medium,Yes,No,None,0.01,No
86135,Company_86135,IT Services,2728910,Low,Yes,No,None,0.27,No
86136,Company_86136,E-commerce,4755730,Low,No,No,None,0.43,No
86137,Company_86137,Banking,2112824,Low,No,No,None,0.28,No
86138,Company_86138,IT Services,1595804,Low,No,No,None,0.37,No
86139,Company_86139,Retail,2182270,Medium,No,No,None,0.93,No
86140,Company_86140,Retail,2674916,High,No,No,None,0.09,No
86141,Company_86141,E-commerce,3592980,Low,No,No,None,0.99,No
86142,Company_86142,IT Services,4292533,Low,No,Yes,Asset Misappropriation,0.45,No
86143,Company_86143,E-commerce,2222614,High,No,No,None,0.04,No
86144,Company_86144,Manufacturing,2333786,Medium,No,Yes,Corruption,0.35,No
86145,Company_86145,Retail,760068,Medium,Yes,No,None,0.66,No
86146,Company_86146,Healthcare,4688144,Medium,No,No,None,0.7,No
86147,Company_86147,E-commerce,3077207,Low,No,No,None,0.16,No
86148,Company_86148,IT Services,4225737,Low,Yes,No,None,0.61,No
86149,Company_86149,IT Services,3619972,Low,No,Yes,Asset Misappropriation,0.35,No
86150,Company_86150,Retail,3290274,Medium,No,No,None,0.86,No
86151,Company_86151,Manufacturing,4411624,High,Yes,No,None,0.37,No
86152,Company_86152,Healthcare,18880,High,No,Yes,Identity Theft,0.51,No
86153,Company_86153,Retail,1758501,Medium,No,No,None,0.16,No
86154,Company_86154,Retail,1479423,Medium,No,No,None,0.96,No
86155,Company_86155,E-commerce,1576020,Low,No,Yes,Financial Statement Fraud,0.19,No
86156,Company_86156,Banking,2613745,Low,No,No,None,0.33,No
86157,Company_86157,E-commerce,1884307,Medium,No,Yes,Corruption,0.49,No
86158,Company_86158,Retail,3227104,Low,No,No,None,0.7,No
86159,Company_86159,Healthcare,3870081,High,No,Yes,Identity Theft,0.12,No
86160,Company_86160,Banking,3272792,High,No,No,None,0.02,No
86161,Company_86161,Manufacturing,4775367,Low,Yes,Yes,Financial Statement Fraud,0.63,No
86162,Company_86162,Manufacturing,778458,High,No,No,None,0.54,No
86163,Company_86163,Retail,3286479,Low,Yes,No,None,0.64,No
86164,Company_86164,Healthcare,118507,Medium,Yes,No,None,0.92,No
86165,Company_86165,Manufacturing,1189325,High,No,No,None,0.25,No
86166,Company_86166,Healthcare,2903215,Medium,No,No,None,0.64,No
86167,Company_86167,E-commerce,4583703,Low,Yes,No,None,0.7,No
86168,Company_86168,E-commerce,2036430,Medium,No,No,None,0.64,No
86169,Company_86169,Healthcare,2465576,Low,No,Yes,Financial Statement Fraud,0.27,No
86170,Company_86170,Banking,355201,Low,Yes,Yes,Corruption,0.61,No
86171,Company_86171,Retail,2407684,Low,No,No,None,0.97,No
86172,Company_86172,Healthcare,4385616,Medium,No,No,None,0.38,No
86173,Company_86173,Healthcare,618459,High,No,No,None,0.21,No
86174,Company_86174,E-commerce,742180,Low,Yes,No,None,0.25,No
86175,Company_86175,Healthcare,2828888,High,No,Yes,Corruption,0.55,No
86176,Company_86176,Retail,4692480,Medium,No,Yes,Asset Misappropriation,0.52,No
86177,Company_86177,Banking,2595740,Low,No,Yes,Financial Statement Fraud,0.21,No
86178,Company_86178,E-commerce,600724,High,No,No,None,0.85,No
86179,Company_86179,Healthcare,3441403,High,No,No,None,0.42,No
86180,Company_86180,IT Services,4762779,Low,No,No,None,0.9,No
86181,Company_86181,E-commerce,2258601,Low,Yes,No,None,0.76,No
86182,Company_86182,Banking,2937254,High,Yes,No,None,0.67,No
86183,Company_86183,Retail,552497,High,No,Yes,Financial Statement Fraud,0.74,No
86184,Company_86184,Manufacturing,1795586,Low,No,Yes,Asset Misappropriation,0.18,No
86185,Company_86185,Healthcare,219187,Medium,Yes,No,None,0.64,No
86186,Company_86186,IT Services,740450,Low,No,No,None,0.72,No
86187,Company_86187,Manufacturing,4273918,High,No,No,None,0.07,No
86188,Company_86188,E-commerce,2152422,Medium,No,No,None,0.99,No
86189,Company_86189,Manufacturing,1398678,Low,No,No,None,1,No
86190,Company_86190,Healthcare,3689997,Low,No,No,None,0.42,No
86191,Company_86191,Healthcare,4601716,Low,Yes,No,None,0.84,No
86192,Company_86192,Manufacturing,117068,High,Yes,Yes,Identity Theft,0.32,Yes
86193,Company_86193,IT Services,1537615,Low,No,No,None,0.65,No
86194,Company_86194,Banking,4345585,High,No,No,None,0.06,No
86195,Company_86195,Healthcare,2828450,Medium,No,No,None,0.11,No
86196,Company_86196,Healthcare,825741,Medium,No,Yes,Corruption,0.32,No
86197,Company_86197,Retail,88764,High,No,No,None,0.16,No
86198,Company_86198,Healthcare,4118716,High,No,No,None,0.42,No
86199,Company_86199,Retail,1314456,Low,No,No,None,0.98,No
86200,Company_86200,Manufacturing,1045916,Low,No,No,None,0.45,No
86201,Company_86201,IT Services,3661486,High,No,Yes,Financial Statement Fraud,0.31,No
86202,Company_86202,Retail,494391,Medium,Yes,Yes,Asset Misappropriation,0.23,No
86203,Company_86203,Retail,1482667,Low,No,No,None,0.66,Yes
86204,Company_86204,Banking,1971770,High,No,No,None,0.72,No
86205,Company_86205,Manufacturing,2868024,Medium,No,Yes,Corruption,0.35,No
86206,Company_86206,Retail,412999,Medium,No,No,None,1,No
86207,Company_86207,Retail,3681693,Medium,Yes,No,None,0.29,No
86208,Company_86208,Manufacturing,3690674,Low,No,No,None,0.06,Yes
86209,Company_86209,Healthcare,4952535,Low,Yes,No,None,0.32,No
86210,Company_86210,IT Services,3488305,Medium,No,No,None,0.38,No
86211,Company_86211,E-commerce,3193065,High,No,No,None,0.25,No
86212,Company_86212,E-commerce,1097373,Low,No,No,None,0.18,No
86213,Company_86213,Manufacturing,3388113,Medium,No,No,None,0.32,No
86214,Company_86214,E-commerce,245553,High,No,Yes,Financial Statement Fraud,0.22,No
86215,Company_86215,Banking,4188036,High,No,No,None,0.81,No
86216,Company_86216,E-commerce,1056804,Medium,No,No,None,0.51,Yes
86217,Company_86217,Banking,4011575,Low,No,No,None,0.67,No
86218,Company_86218,IT Services,4994623,High,No,No,None,0.29,Yes
86219,Company_86219,Banking,3643251,Low,Yes,No,None,0.99,No
86220,Company_86220,Manufacturing,2243856,Medium,No,No,None,0.31,No
86221,Company_86221,Healthcare,4366622,High,Yes,No,None,0.76,No
86222,Company_86222,E-commerce,4344869,Low,Yes,No,None,0.84,No
86223,Company_86223,Banking,4624003,High,No,No,None,0.71,No
86224,Company_86224,Manufacturing,1296710,High,No,Yes,Asset Misappropriation,0.26,No
86225,Company_86225,Banking,2683547,Low,Yes,No,None,0.65,No
86226,Company_86226,Retail,4555749,Medium,No,No,None,0.22,No
86227,Company_86227,Retail,169437,High,No,No,None,0.61,No
86228,Company_86228,Healthcare,40294,High,No,Yes,Financial Statement Fraud,0.42,No
86229,Company_86229,E-commerce,4701467,Low,Yes,Yes,Asset Misappropriation,0.75,No
86230,Company_86230,Retail,893881,Low,No,No,None,0.42,No
86231,Company_86231,Retail,796538,Medium,No,No,None,0.93,No
86232,Company_86232,Banking,67479,Low,Yes,No,None,0.86,No
86233,Company_86233,Banking,916933,High,Yes,No,None,0.78,No
86234,Company_86234,IT Services,294543,Low,No,No,None,0.28,No
86235,Company_86235,Healthcare,3294064,Medium,Yes,No,None,0.6,No
86236,Company_86236,Retail,1571756,Low,No,No,None,0.62,No
86237,Company_86237,IT Services,3924877,Low,No,Yes,Asset Misappropriation,0.99,No
86238,Company_86238,Banking,1430165,High,Yes,No,None,0.32,No
86239,Company_86239,E-commerce,2176515,Medium,No,No,None,0.98,Yes
86240,Company_86240,IT Services,1619785,High,Yes,No,None,0.76,No
86241,Company_86241,Retail,2991909,High,No,No,None,0.62,Yes
86242,Company_86242,IT Services,2345754,High,No,No,None,0.37,No
86243,Company_86243,Manufacturing,224038,Medium,No,No,None,0.41,No
86244,Company_86244,Healthcare,3818661,Medium,Yes,No,None,0.25,Yes
86245,Company_86245,Retail,3789343,High,No,Yes,Corruption,0.92,No
86246,Company_86246,Manufacturing,2690036,Low,Yes,Yes,Identity Theft,0.78,No
86247,Company_86247,E-commerce,2507220,Low,No,No,None,0.07,No
86248,Company_86248,IT Services,1718928,Low,Yes,Yes,Identity Theft,0.13,No
86249,Company_86249,E-commerce,4843276,Low,No,No,None,0.74,No
86250,Company_86250,Retail,4365854,Low,No,No,None,0.73,No
86251,Company_86251,IT Services,3605470,High,Yes,Yes,Asset Misappropriation,0.54,No
86252,Company_86252,Healthcare,4712622,Low,Yes,No,None,0.38,Yes
86253,Company_86253,E-commerce,3629451,Low,Yes,No,None,0.98,No
86254,Company_86254,E-commerce,1595635,Medium,No,Yes,Identity Theft,0.61,No
86255,Company_86255,Healthcare,3246421,Medium,Yes,No,None,0.32,No
86256,Company_86256,Banking,3711193,Medium,No,No,None,0.45,No
86257,Company_86257,Manufacturing,1495981,High,No,No,None,0.03,No
86258,Company_86258,Healthcare,4762505,Medium,Yes,No,None,0.88,No
86259,Company_86259,Manufacturing,3449576,Low,No,No,None,0.22,Yes
86260,Company_86260,IT Services,3518592,Medium,No,No,None,0.1,No
86261,Company_86261,Manufacturing,1905241,Low,Yes,No,None,0.46,No
86262,Company_86262,E-commerce,1510877,Medium,Yes,Yes,Asset Misappropriation,0.35,No
86263,Company_86263,Retail,562052,Medium,No,No,None,0.22,No
86264,Company_86264,Banking,1770978,Low,No,No,None,0.21,No
86265,Company_86265,Manufacturing,1555810,Medium,Yes,No,None,0.84,No
86266,Company_86266,Manufacturing,4441139,Low,No,No,None,0.16,No
86267,Company_86267,Healthcare,1144427,Medium,No,No,None,0.28,No
86268,Company_86268,Retail,1576432,Low,No,No,None,0.22,No
86269,Company_86269,Healthcare,2226325,Medium,Yes,No,None,0.54,No
86270,Company_86270,Manufacturing,4462843,Low,No,Yes,Corruption,0.03,No
86271,Company_86271,IT Services,2390220,Medium,No,No,None,0.56,No
86272,Company_86272,Healthcare,1357590,Medium,No,No,None,0.93,No
86273,Company_86273,Healthcare,3534757,High,No,No,None,0.29,No
86274,Company_86274,Retail,4504338,High,No,Yes,Financial Statement Fraud,0.96,No
86275,Company_86275,E-commerce,3926584,Medium,No,No,None,0.66,No
86276,Company_86276,Healthcare,445345,High,No,Yes,Financial Statement Fraud,0.69,No
86277,Company_86277,Healthcare,2254666,Medium,Yes,Yes,Asset Misappropriation,0.28,No
86278,Company_86278,Banking,134687,High,Yes,No,None,0.55,No
86279,Company_86279,Manufacturing,759510,Medium,No,No,None,0.28,No
86280,Company_86280,Retail,1492813,High,No,Yes,Corruption,0.02,No
86281,Company_86281,Healthcare,4022261,High,Yes,No,None,0.37,No
86282,Company_86282,E-commerce,2295416,High,Yes,Yes,Identity Theft,0.64,No
86283,Company_86283,E-commerce,3944365,Low,No,No,None,0.94,Yes
86284,Company_86284,Manufacturing,925529,Medium,No,No,None,0.6,No
86285,Company_86285,Retail,1832594,Low,No,No,None,0.7,No
86286,Company_86286,E-commerce,772736,High,No,Yes,Corruption,0.65,No
86287,Company_86287,Healthcare,2756157,High,No,No,None,0.47,No
86288,Company_86288,IT Services,4020671,Medium,No,No,None,0.96,No
86289,Company_86289,E-commerce,4362264,Low,No,No,None,0.13,No
86290,Company_86290,Banking,1620352,Low,No,No,None,0.24,Yes
86291,Company_86291,Retail,4222985,High,No,No,None,0.43,No
86292,Company_86292,IT Services,2048579,High,No,No,None,0.1,No
86293,Company_86293,Retail,4404799,High,No,No,None,0.65,No
86294,Company_86294,Retail,3664470,High,No,No,None,0.6,No
86295,Company_86295,Banking,3700845,Low,No,No,None,0.77,No
86296,Company_86296,IT Services,1911264,High,No,Yes,Financial Statement Fraud,0.28,No
86297,Company_86297,Healthcare,2727820,Medium,No,No,None,0.39,No
86298,Company_86298,Manufacturing,977036,Medium,Yes,No,None,0.47,No
86299,Company_86299,IT Services,2824048,High,No,No,None,0.1,No
86300,Company_86300,E-commerce,621886,High,No,No,None,0.17,No
86301,Company_86301,Retail,1363350,Low,No,No,None,0.56,No
86302,Company_86302,E-commerce,4421042,Low,Yes,Yes,Financial Statement Fraud,0.19,No
86303,Company_86303,IT Services,3742483,Low,No,Yes,Financial Statement Fraud,0.11,No
86304,Company_86304,Manufacturing,694218,Medium,Yes,Yes,Corruption,0.82,No
86305,Company_86305,E-commerce,953786,Medium,No,Yes,Asset Misappropriation,0.8,Yes
86306,Company_86306,IT Services,4480018,Medium,Yes,No,None,0.03,No
86307,Company_86307,Manufacturing,1905938,Medium,No,No,None,0.7,No
86308,Company_86308,Banking,4129221,High,Yes,Yes,Corruption,0.81,No
86309,Company_86309,Retail,1050023,Medium,Yes,Yes,Identity Theft,0.51,No
86310,Company_86310,Healthcare,3420460,High,No,No,None,0.68,No
86311,Company_86311,IT Services,2379820,Low,No,No,None,0.47,No
86312,Company_86312,Banking,3471369,Low,Yes,No,None,0.93,Yes
86313,Company_86313,E-commerce,3071268,High,No,No,None,0.9,No
86314,Company_86314,IT Services,1129689,High,No,Yes,Corruption,0.2,No
86315,Company_86315,Banking,3692233,Medium,No,No,None,0.7,No
86316,Company_86316,Manufacturing,3258108,Medium,Yes,No,None,0.96,No
86317,Company_86317,Banking,2819468,Low,Yes,No,None,0.15,Yes
86318,Company_86318,E-commerce,182166,Medium,No,Yes,Asset Misappropriation,0.02,No
86319,Company_86319,E-commerce,2621544,Low,No,No,None,0.71,No
86320,Company_86320,Manufacturing,3054887,Low,No,No,None,0.84,No
86321,Company_86321,Banking,1124279,Low,Yes,No,None,0.53,No
86322,Company_86322,IT Services,1115048,High,No,Yes,Corruption,0.05,No
86323,Company_86323,Healthcare,394346,High,No,No,None,0.47,No
86324,Company_86324,Retail,630160,Low,No,No,None,0.9,No
86325,Company_86325,E-commerce,1908476,Low,No,No,None,0.27,Yes
86326,Company_86326,Healthcare,284866,Low,No,No,None,0.45,No
86327,Company_86327,Banking,4320882,Low,Yes,No,None,0.2,No
86328,Company_86328,Manufacturing,1875631,Medium,Yes,No,None,0.58,No
86329,Company_86329,E-commerce,3359908,Low,No,No,None,0.79,No
86330,Company_86330,E-commerce,312287,High,No,No,None,0.83,No
86331,Company_86331,IT Services,4086408,Medium,No,No,None,0.36,No
86332,Company_86332,Retail,1762577,Low,Yes,No,None,0.96,No
86333,Company_86333,Retail,835464,High,Yes,No,None,0.17,No
86334,Company_86334,IT Services,2283822,Medium,No,No,None,0.81,No
86335,Company_86335,Banking,4282061,High,No,No,None,0.63,No
86336,Company_86336,Retail,142023,Medium,Yes,Yes,Identity Theft,0.82,No
86337,Company_86337,IT Services,2520977,Low,No,Yes,Identity Theft,0.16,No
86338,Company_86338,Banking,1670098,Low,No,Yes,Financial Statement Fraud,0.67,No
86339,Company_86339,IT Services,2329355,Medium,No,No,None,0.79,No
86340,Company_86340,Retail,3549029,Medium,No,No,None,0.75,No
86341,Company_86341,Healthcare,2505305,High,Yes,No,None,0.65,No
86342,Company_86342,Retail,3226833,High,No,No,None,0.88,No
86343,Company_86343,Retail,1963986,Medium,No,Yes,Identity Theft,0.35,No
86344,Company_86344,Healthcare,598249,Low,No,No,None,0.94,Yes
86345,Company_86345,Banking,902716,High,No,Yes,Corruption,0.83,No
86346,Company_86346,E-commerce,3552692,High,No,No,None,0.81,No
86347,Company_86347,E-commerce,3755842,High,No,No,None,0.28,No
86348,Company_86348,IT Services,2569564,Medium,Yes,No,None,0.18,No
86349,Company_86349,Banking,339071,Medium,Yes,No,None,0.45,No
86350,Company_86350,Banking,3948,High,No,No,None,0.24,No
86351,Company_86351,IT Services,1007795,Low,Yes,No,None,0,No
86352,Company_86352,Banking,2351505,Low,No,No,None,0.94,No
86353,Company_86353,E-commerce,3417177,Low,No,No,None,0.69,No
86354,Company_86354,Manufacturing,4932539,Medium,No,Yes,Financial Statement Fraud,0.4,No
86355,Company_86355,E-commerce,3065943,Low,No,No,None,0.96,No
86356,Company_86356,Retail,1425945,Low,Yes,No,None,0.9,No
86357,Company_86357,Manufacturing,1907704,High,Yes,No,None,0.52,No
86358,Company_86358,IT Services,3784623,High,Yes,No,None,0.83,No
86359,Company_86359,E-commerce,1586350,High,Yes,No,None,0.94,No
86360,Company_86360,Healthcare,1258016,High,No,No,None,0.18,No
86361,Company_86361,Healthcare,2375550,High,No,No,None,0.74,No
86362,Company_86362,IT Services,1684353,High,Yes,No,None,0.13,No
86363,Company_86363,E-commerce,3321015,Medium,No,No,None,0.79,No
86364,Company_86364,E-commerce,2466683,Medium,Yes,Yes,Corruption,0.75,No
86365,Company_86365,IT Services,1037007,High,No,No,None,0.56,No
86366,Company_86366,Banking,4548430,Medium,No,No,None,0.17,No
86367,Company_86367,Retail,919034,Medium,Yes,Yes,Corruption,0.25,No
86368,Company_86368,Manufacturing,679571,Low,No,No,None,0.38,No
86369,Company_86369,IT Services,2857457,Low,No,Yes,Identity Theft,0.16,No
86370,Company_86370,Healthcare,626627,High,No,Yes,Identity Theft,0.02,No
86371,Company_86371,Retail,1061219,High,No,No,None,0.17,No
86372,Company_86372,Retail,1080166,Medium,No,Yes,Identity Theft,0.17,No
86373,Company_86373,Banking,3263908,High,No,No,None,0.43,Yes
86374,Company_86374,Healthcare,4574418,Low,Yes,No,None,0.43,No
86375,Company_86375,Retail,3917582,High,No,Yes,Identity Theft,0.81,Yes
86376,Company_86376,Healthcare,2441561,Low,No,No,None,0.07,No
86377,Company_86377,Manufacturing,2994905,Low,No,No,None,0.62,No
86378,Company_86378,Healthcare,936784,Medium,No,No,None,0.04,No
86379,Company_86379,Retail,2026060,Medium,No,No,None,0.19,No
86380,Company_86380,E-commerce,4136027,Medium,Yes,No,None,0.95,No
86381,Company_86381,Healthcare,240326,High,No,Yes,Identity Theft,0.17,No
86382,Company_86382,Healthcare,1990570,Medium,No,No,None,0.59,No
86383,Company_86383,E-commerce,1463448,High,Yes,No,None,0.04,No
86384,Company_86384,Healthcare,2671926,High,No,No,None,0.87,No
86385,Company_86385,Retail,3464152,High,No,No,None,0.01,No
86386,Company_86386,Manufacturing,3854801,Medium,No,No,None,0.89,No
86387,Company_86387,Healthcare,4688817,Medium,Yes,No,None,0.61,No
86388,Company_86388,Manufacturing,2123117,Low,No,Yes,Financial Statement Fraud,0.05,No
86389,Company_86389,Retail,4067420,Low,No,No,None,0.53,No
86390,Company_86390,IT Services,3907308,Medium,No,No,None,0.59,No
86391,Company_86391,Healthcare,1432040,High,No,No,None,0.4,Yes
86392,Company_86392,Manufacturing,3767505,Low,Yes,Yes,Financial Statement Fraud,0.53,No
86393,Company_86393,Healthcare,4613063,Low,No,Yes,Identity Theft,0.78,No
86394,Company_86394,Banking,1393400,Medium,Yes,Yes,Identity Theft,0.84,No
86395,Company_86395,Banking,3177836,High,No,No,None,0.46,No
86396,Company_86396,Retail,2128393,Medium,No,No,None,0.82,No
86397,Company_86397,E-commerce,3228861,High,No,No,None,0.38,No
86398,Company_86398,Manufacturing,4145359,Low,No,Yes,Corruption,0.47,No
86399,Company_86399,Manufacturing,3687536,Low,Yes,No,None,0.27,No
86400,Company_86400,E-commerce,3340837,Low,No,Yes,Financial Statement Fraud,0.19,No
86401,Company_86401,E-commerce,1603203,Medium,Yes,Yes,Financial Statement Fraud,0.47,No
86402,Company_86402,Healthcare,2973176,High,Yes,No,None,0.77,No
86403,Company_86403,Banking,4085813,Medium,No,Yes,Corruption,0.72,No
86404,Company_86404,Healthcare,4095440,Medium,No,No,None,0.18,No
86405,Company_86405,Healthcare,4843212,High,Yes,Yes,Asset Misappropriation,0.5,No
86406,Company_86406,E-commerce,983205,Medium,No,Yes,Financial Statement Fraud,0.22,No
86407,Company_86407,Retail,2572602,High,No,No,None,0.38,No
86408,Company_86408,IT Services,1588980,Low,No,No,None,0.21,No
86409,Company_86409,Retail,676252,Low,No,Yes,Corruption,0.28,No
86410,Company_86410,Retail,1224875,High,Yes,No,None,0.53,Yes
86411,Company_86411,Retail,2078664,High,No,No,None,0.49,No
86412,Company_86412,Healthcare,12708,Low,Yes,Yes,Corruption,0.12,No
86413,Company_86413,Healthcare,43682,Low,No,No,None,0.59,No
86414,Company_86414,Healthcare,671291,Medium,Yes,No,None,0.34,No
86415,Company_86415,Healthcare,1368644,Medium,No,Yes,Financial Statement Fraud,0.61,No
86416,Company_86416,E-commerce,3605995,Medium,No,Yes,Corruption,0.33,No
86417,Company_86417,Banking,3159470,High,Yes,No,None,0.42,No
86418,Company_86418,Manufacturing,2890541,Low,Yes,No,None,0.97,No
86419,Company_86419,Banking,3429705,High,No,No,None,0.93,No
86420,Company_86420,Manufacturing,3949504,High,No,No,None,0.47,No
86421,Company_86421,Healthcare,2187683,Medium,No,No,None,0.72,No
86422,Company_86422,Banking,1779755,Medium,No,No,None,0.21,No
86423,Company_86423,Manufacturing,2668061,High,No,No,None,0.02,No
86424,Company_86424,IT Services,2976468,High,Yes,No,None,0.7,Yes
86425,Company_86425,Retail,411411,Low,No,No,None,0.03,Yes
86426,Company_86426,Manufacturing,4152411,Medium,No,No,None,0.57,No
86427,Company_86427,E-commerce,1414416,High,No,Yes,Asset Misappropriation,0.07,Yes
86428,Company_86428,Banking,3913305,Medium,No,No,None,0.18,No
86429,Company_86429,Banking,1482998,Low,No,Yes,Corruption,0.34,No
86430,Company_86430,IT Services,194652,High,No,Yes,Identity Theft,0.87,Yes
86431,Company_86431,Manufacturing,1947154,Medium,Yes,No,None,0.77,No
86432,Company_86432,Retail,4704878,Medium,No,No,None,0.78,No
86433,Company_86433,Banking,1234795,Low,No,No,None,0,No
86434,Company_86434,Healthcare,4582472,High,Yes,No,None,0.06,No
86435,Company_86435,E-commerce,324518,High,No,Yes,Corruption,0.98,Yes
86436,Company_86436,Healthcare,1440546,Medium,No,No,None,0.55,No
86437,Company_86437,Manufacturing,2737940,Medium,No,No,None,0.07,No
86438,Company_86438,E-commerce,2045248,Low,No,No,None,0.54,No
86439,Company_86439,IT Services,4426198,Low,Yes,No,None,0.05,No
86440,Company_86440,Retail,3866033,Low,Yes,No,None,0.68,No
86441,Company_86441,Manufacturing,3911369,Low,No,No,None,0.5,No
86442,Company_86442,Manufacturing,1949792,Low,No,No,None,0,No
86443,Company_86443,E-commerce,1584893,Medium,No,No,None,0.13,Yes
86444,Company_86444,Retail,2338473,Medium,Yes,No,None,0.7,No
86445,Company_86445,Banking,1230726,High,No,No,None,0.37,No
86446,Company_86446,Healthcare,4738455,High,No,No,None,0.07,No
86447,Company_86447,Banking,1419272,High,No,Yes,Asset Misappropriation,0.76,No
86448,Company_86448,IT Services,78570,Medium,No,No,None,0.29,No
86449,Company_86449,Retail,4230766,High,No,Yes,Identity Theft,0.68,No
86450,Company_86450,Banking,2327047,Medium,Yes,No,None,0.68,Yes
86451,Company_86451,Manufacturing,915441,Medium,No,No,None,0.72,No
86452,Company_86452,Manufacturing,1070589,High,No,No,None,0.9,No
86453,Company_86453,IT Services,3346234,Low,No,Yes,Asset Misappropriation,0.92,No
